41.214707,1.425881
41.214745,1.425855
41.214878,1.425658
41.214956,1.425686
41.215149,1.425893
41.21524,1.425897
41.215418,1.425975
41.215382,1.425777
41.215317,1.425613
41.215267,1.425575
41.215247,1.425503
41.215271,1.425326
41.215331,1.425152
41.215349,1.42502
41.215357,1.424875
41.215335,1.42472
41.21519,1.424283
41.215053,1.424114
41.21497,1.424028
41.214867,1.423966
41.214758,1.423934
41.214639,1.423937
41.214548,1.42391
41.214464,1.423859
41.214405,1.423802
41.214359,1.423725
41.214343,1.423631
41.214361,1.42354
41.214375,1.423456
41.214373,1.423322
41.214389,1.423202
41.214365,1.423086
41.214371,1.42299
41.214397,1.422872
41.214397,1.4227
41.214393,1.422603
41.214411,1.422499
41.214415,1.422373
41.214387,1.422276
41.214365,1.422177
41.214368,1.422068
41.214411,1.421906
41.21443,1.421776
41.214464,1.42167
41.214506,1.421579
41.214514,1.421514
41.21448,1.421402
41.214429,1.421329
41.214385,1.421268
41.214383,1.421206
41.214421,1.421166
41.214468,1.421118
41.214478,1.420975
41.214496,1.420906
41.214546,1.420825
41.214589,1.420737
41.214604,1.420631
41.214636,1.42058
41.214726,1.420501
41.214818,1.420421
41.214887,1.420356
41.214922,1.420266
41.214924,1.42018
41.214918,1.420053
41.214946,1.419929
41.21495,1.419844
41.21494,1.419696
41.21493,1.419622
41.215039,1.419518
41.215098,1.41943
41.215239,1.419154
41.215321,1.418942
41.215431,1.418564
41.215531,1.418297
41.215592,1.418211
41.215654,1.41817
41.21615,1.418059
41.216235,1.418017
41.216279,1.417946
41.216301,1.41757
41.216245,1.417323
41.2161,1.416855
41.216097,1.416762
41.216148,1.416435
41.216135,1.41633
41.216088,1.416285
41.215985,1.416285
41.215719,1.416313
41.215552,1.416375
41.215488,1.41636
41.21546,1.416291
41.215461,1.416197
41.215504,1.416007
41.215589,1.415784
41.215603,1.415694
41.215597,1.415614
41.215541,1.415391
41.215448,1.415085
41.215439,1.414968
41.215449,1.414521
41.215406,1.414257
41.215367,1.414101
41.215253,1.413778
41.215134,1.413257
41.215099,1.413175
41.214941,1.412967
41.214911,1.412911
41.214889,1.412812
41.214892,1.412728
41.214897,1.412621
41.214721,1.412335
41.21426,1.411851
41.213868,1.411566
41.213588,1.411709
41.21301,1.411244
41.212898,1.411052
41.212606,1.411047
41.212661,1.410884
41.212626,1.410464
41.212636,1.410188
